household_id,yearly_peak_kW
MAC004942_118,3.2854315587835505
MAC004889_116,3.2677253841798777
MAC005054_121,3.254728930614612
MAC005026_120,3.2398045981447083
MAC004975_119,3.225109836053211
MAC004935_117,3.166421620849223
MAC004987_119,3.1654686030081054
MAC004862_115,3.163365899242007
MAC004866_115,3.154900047806623
MAC005090_122,3.1343875041173868
MAC005118_122,3.127795969224359
MAC005072_121,3.111195019646765
MAC005005_119,3.07885076847168
MAC004961_118,3.0764176394194385
MAC004918_117,3.026726547140757
MAC005043_121,3.0246480667936115
MAC004887_116,3.0144183019494304
MAC005108_122,3.006645597151578
MAC004882_116,3.002262708663336
MAC004850_115,2.9240944977057963
MAC005063_121,2.881142322774209
MAC005038_120,2.8509582489273155
MAC004898_116,2.8349611910237327
MAC004857_115,2.78272460799271
MAC005056_121,2.774035540489993
MAC005113_122,2.7622631747852475
MAC005081_121,2.7498238980334664
MAC004848_115,2.73439575481041
MAC004934_117,2.7235622487932964
MAC005007_120,2.7198233466086466
MAC004960_118,2.71532948449776
MAC005126_122,2.695137177089105
MAC005032_120,2.6939794122119665
MAC005045_121,2.690462809692245
MAC004914_117,2.660402768928451
MAC005129_122,2.659080765089219
MAC004875_116,2.6547960127494425
MAC004973_118,2.6404785070417267
MAC004927_117,2.6315911850128373
MAC004957_118,2.5420562411211565
MAC004974_119,2.525275301219988
MAC005130_122,2.514548599938476
MAC004915_117,2.5043340472673417
MAC004871_115,2.4811841197155147
MAC004964_118,2.4785594913588795
MAC004984_119,2.472854462209897
MAC005025_120,2.45457186139911
MAC005086_121,2.451972154044393
MAC005035_120,2.4502578846775487
MAC004864_115,2.432384230683645
MAC004938_118,2.428116634420581
MAC005065_121,2.42170483496354
MAC005024_120,2.4054178732331657
MAC005079_121,2.363200519603479
MAC004874_116,2.3598394818395487
MAC004924_117,2.3346919742073062
MAC004930_117,2.332665039002468
MAC004946_118,2.247370773429701
MAC004973_119,2.24670138270256
MAC005016_120,2.246629544609309
MAC004846_115,2.2417998277505964
MAC005073_121,2.2310710277527352
MAC005055_121,2.150960061998469
MAC005018_120,2.148898633872744
MAC004992_119,2.144478364555692
MAC005084_121,2.1242752351966523
MAC004913_117,2.1144543914476497
MAC004891_116,2.1095010810491623
MAC004933_117,2.06542823105964
MAC005004_119,2.062840597488984
MAC004907_117,2.059284780507799
MAC005098_122,2.050381583759897
MAC005132_122,2.034291819098839
MAC004994_119,2.0303133619731533
MAC005128_122,1.997630024909512
MAC004860_115,1.962640644458831
MAC005000_119,1.9482349202213127
MAC004905_117,1.94517010325138
MAC004963_118,1.9226479198420128
MAC004967_118,1.908986387189944
MAC005082_121,1.902983380683504
MAC004916_117,1.9021876102494013
MAC004962_118,1.887920445145145
MAC005049_121,1.8422855867678865
MAC005033_120,1.8378443094228276
MAC005087_122,1.832818076075248
MAC004972_118,1.8303170143613052
MAC004998_119,1.8235290389769665
MAC005030_120,1.8219649607773003
MAC004867_115,1.8136623339656124
MAC005051_121,1.7962308919028702
MAC004931_117,1.7889712037287169
MAC005114_122,1.786711846435102
MAC005014_120,1.784941857334234
MAC005095_122,1.777516011599629
MAC004966_118,1.7592361708727031
MAC005125_122,1.7328039298774138
MAC004885_116,1.7297333454548278
MAC005105_122,1.721911936778294
MAC005037_120,1.7215352128927628
MAC004856_115,1.7034403223215246
MAC004849_115,1.679421051295062
MAC005040_120,1.6505739876612209
MAC004906_117,1.6488135860084263
MAC005094_122,1.6361768579128737
MAC005109_122,1.6346629386746006
MAC004941_118,1.583577965287077
MAC005003_119,1.5649255199016208
MAC004912_117,1.5123136368429742
MAC005010_120,1.475936134111759
MAC004981_119,1.4742141993179765
MAC005131_122,1.3911532862252671
MAC004951_118,1.3847883224611963
MAC004845_115,1.3505034278476575
MAC005053_121,1.2992150629308683
MAC005071_121,1.2975574158488066
MAC005104_122,1.2082156938686106
MAC005112_122,1.106697568648464
MAC004896_116,0.9442287642258408
MAC004904_117,0.8388214579177133
MAC005046_121,0.8314100956975385
MAC004939_118,0.4430180151834611
