household_id,yearly_peak_kW
MAC004887_116,2.946178973321042
MAC004961_118,2.8756686081848057
MAC005063_121,2.852655005955395
MAC004898_116,2.7770576403547
MAC005038_120,2.7683714626686147
MAC004857_115,2.75737831473702
MAC005056_121,2.7466072428026727
MAC005113_122,2.737103253362766
MAC005081_121,2.722634993146672
MAC004848_115,2.696802140645468
MAC005007_120,2.695049986014929
MAC004960_118,2.6841086526054188
MAC004934_117,2.660010214030059
MAC005045_121,2.639319009801873
MAC005126_122,2.6334156630096803
MAC004914_117,2.6298134838752603
MAC005129_122,2.620599151975925
MAC004973_118,2.6111310536128136
MAC004850_115,2.6072937646207457
MAC004875_116,2.592848580277022
MAC004927_117,2.5778414285773548
MAC005032_120,2.5686813387154444
MAC004957_118,2.5169216405359505
MAC004974_119,2.455914102858634
MAC004871_115,2.447852273849157
MAC004915_117,2.4443121798853538
MAC005035_120,2.4220848434510063
MAC004864_115,2.4083340129429773
MAC004938_118,2.4001981730732416
MAC005025_120,2.3972964911248984
MAC004984_119,2.3819577511189243
MAC005024_120,2.367167992959948
MAC004874_116,2.338345014377241
MAC005065_121,2.3326882720823683
MAC005079_121,2.311273677276159
MAC004930_117,2.298907240167506
MAC004924_117,2.297566745579882
MAC004964_118,2.280647125106128
MAC005086_121,2.2694793807285234
MAC005130_122,2.242118676602036
MAC004946_118,2.225149877666944
MAC004973_119,2.220868832147605
MAC005016_120,2.214116831915661
MAC005073_121,2.1987834743826222
MAC004846_115,2.15939617869608
MAC004992_119,2.1232748182750045
MAC005018_120,2.117800260730399
MAC005055_121,2.103696800559064
MAC004891_116,2.0789364364249887
MAC005084_121,2.073362312222602
MAC004913_117,2.067023039217029
MAC004933_117,2.046615392199246
MAC005098_122,2.0301084201211816
MAC005004_119,2.0207074651423973
MAC005132_122,2.015762584525489
MAC004994_119,2.0069688387671003
MAC004907_117,1.9770595128593864
MAC005128_122,1.9658646047996695
MAC004860_115,1.944764040648627
MAC005000_119,1.9258341341368688
MAC004963_118,1.8920748316647555
MAC004967_118,1.8901112696420128
MAC004916_117,1.8786373032685784
MAC004905_117,1.8736699128438816
MAC004962_118,1.870724426139664
MAC005082_121,1.83303388175087
MAC004998_119,1.8166516287157688
MAC005049_121,1.8092791096925056
MAC005030_120,1.8053696936549943
MAC004867_115,1.7848222858799194
MAC005014_120,1.783889359300436
MAC005087_122,1.7797248556617735
MAC005033_120,1.778550719716763
MAC005114_122,1.7704376803558983
MAC004972_118,1.763038571815757
MAC005095_122,1.7374425381724627
MAC005037_120,1.705854704577047
MAC004885_116,1.6987433597417885
MAC004966_118,1.6945705043693458
MAC005105_122,1.6945308625143585
MAC005051_121,1.6926089545297736
MAC004856_115,1.6865975430668052
MAC004931_117,1.6704444243219174
MAC005125_122,1.6691098546302146
MAC004849_115,1.6527156481070433
MAC005040_120,1.6195548173541807
MAC005109_122,1.615867600171347
MAC004906_117,1.6151368777263095
MAC005094_122,1.576034582085394
MAC004941_118,1.569154032934544
MAC005003_119,1.5198388062180896
MAC004912_117,1.481424914423891
MAC005010_120,1.461342804263238
MAC004981_119,1.4607864007818612
MAC004951_118,1.3710962172996015
MAC004845_115,1.3229196486020445
MAC005131_122,1.287614010344022
MAC005053_121,1.2842767008266227
MAC005071_121,1.2270344512482554
MAC005104_122,1.1943236416210588
MAC005112_122,1.080873711534018
MAC004896_116,0.9346621016431842
MAC004904_117,0.821688686949067
MAC005046_121,0.8068176057639531
MAC004939_118,0.4429896864140507
