household_id,yearly_peak_kW
MAC004946_118,3.049863884267785
MAC005065_121,2.9959573748224555
MAC005051_121,2.9860761560153937
MAC004912_117,2.981576795968996
MAC004974_119,2.9638833693434847
MAC004973_118,2.95918995078056
MAC004992_119,2.956474989712116
MAC005045_121,2.944247969876466
MAC004998_119,2.9200764975916567
MAC004966_118,2.902606346513512
MAC005113_122,2.900908700024174
MAC004885_116,2.872029832278717
MAC004972_118,2.862479472002925
MAC005056_121,2.8339208156426428
MAC004854_115,2.796694533324683
MAC004867_115,2.7423356964635968
MAC005003_119,2.739279245105571
MAC005084_121,2.7312328788753697
MAC005040_120,2.7188652938560374
MAC004850_115,2.708136773372882
MAC004931_117,2.69313807878398
MAC005079_121,2.6421642211212304
MAC005132_122,2.638134283033624
MAC004967_118,2.637528484891275
MAC004864_115,2.6142406899748742
MAC005030_120,2.595865941583824
MAC004994_119,2.563127924353644
MAC004963_118,2.54893323999642
MAC005109_122,2.548795818567763
MAC004905_117,2.546408152524964
MAC005131_122,2.52359874879088
MAC005033_120,2.469690602356223
MAC005087_122,2.395081577675007
MAC005128_122,2.3942326968202723
MAC004933_117,2.3737640045846
MAC004906_117,2.367705427028421
MAC005055_121,2.3634498902326984
MAC005082_121,2.3031754316748927
MAC005037_120,2.295904161325522
MAC004846_115,2.282514478886931
MAC005073_121,2.2689771710593702
MAC004962_118,2.2609230220090657
MAC005105_122,2.2203321718583444
MAC004941_118,2.209459151169916
MAC004849_115,2.202553826088237
MAC004930_117,2.181610167879638
MAC005004_119,2.1171431832129084
MAC005049_121,2.08034675931105
MAC005010_120,2.019630240560422
MAC004860_115,1.907282437926752
MAC005125_122,1.8868326246341869
MAC004845_115,1.8342390299018445
MAC005053_121,1.8254557956401327
MAC004916_117,1.7824881713521203
MAC004856_115,1.7732096969784903
MAC005046_121,1.750849472177422
MAC005071_121,1.6578846693571256
MAC004981_119,1.6348482235508337
MAC005112_122,1.586437192940661
MAC004951_118,1.4800992749299848
MAC004896_116,1.4615567259991842
MAC004904_117,1.4499837319566606
MAC005104_122,1.3389907084639086
MAC005094_122,1.1946441246898472
MAC004939_118,0.7547582500435565
