region_type,N_households,mean_total_peak_kW,median_total_peak_kW,min_total_peak_kW,max_total_peak_kW,std_total_peak_kW,p5_total_peak_kW,p95_total_peak_kW,mean_peak_per_household_kW,median_peak_per_household_kW,min_peak_per_household_kW,max_peak_per_household_kW,std_peak_per_household_kW,p5_peak_per_household_kW,p95_peak_per_household_kW,num_simulations
village,1,5.035293492960609,4.117997921761593,0.7547582500435565,16.606641570354746,2.965688670469734,1.7824881713521203,11.426085143204435,5.035293492960609,4.117997921761593,0.7547582500435565,16.606641570354746,2.965688670469734,1.7824881713521203,11.426085143204435,2000
village,2,10.075573305898216,9.146154129252572,2.2163149760427405,29.184467031937167,4.089364700892923,4.959596637706546,18.148142111940004,5.037786652949108,4.573077064626286,1.1081574880213703,14.592233515968584,2.0446823504464615,2.479798318853273,9.074071055970002,2000
village,3,14.903403284596465,14.236702520983062,3.9555914541776387,40.6747235575307,4.8554429390338925,8.325386628063013,24.046473114407515,4.9678010948654885,4.745567506994354,1.3185304847258796,13.558241185843565,1.618480979677964,2.775128876021004,8.015491038135838,2000
village,4,20.121917050901473,19.463317910451902,7.444979040104642,41.777994454199906,5.817398232441458,11.880328465090722,30.60901637129357,5.030479262725368,4.865829477612976,1.8612447600261606,10.444498613549976,1.4543495581103645,2.9700821162726805,7.652254092823393,2000
village,5,25.244296522577518,24.39910213321571,10.966638176986146,56.28008259120827,6.516831901550884,16.359710724407734,37.14799277982314,5.048859304515505,4.879820426643142,2.193327635397229,11.256016518241655,1.303366380310177,3.271942144881547,7.429598555964629,2000
village,6,30.180467627919672,29.328674034170497,12.813621339517299,61.58641028146439,7.190756057416772,19.84452130174443,42.93311175641545,5.030077937986611,4.8881123390284165,2.1356035565862164,10.264401713577398,1.1984593429027954,3.307420216957405,7.155518626069241,2000
village,7,35.16302224344258,34.1594955611548,15.173012358655875,74.5458266520166,7.837295243631314,23.754916897924787,49.35273613670908,5.023288891920369,4.879927937307828,2.167573194093696,10.649403807430943,1.1196136062330448,3.393559556846398,7.050390876672726,2000
village,8,40.083530176936755,39.48413129242691,21.493349198596285,79.00100370786285,8.152015069206225,27.629513256772963,54.311683082652785,5.010441272117094,4.935516411553364,2.6866686498245356,9.875125463482856,1.0190018836507782,3.4536891570966204,6.788960385331598,2000
village,9,44.951070038973164,44.454115758442775,24.43814576445016,78.51972769832547,8.679755448470182,31.911587936419895,60.12836284506115,4.994563337663685,4.93934619538253,2.715349529383351,8.72441418870283,0.9644172720522424,3.545731992935544,6.680929205006794,2000
village,10,49.87035863760326,49.16422741659777,28.46448044070943,83.81687625522765,9.02042033561701,36.56465891623263,65.92645280781441,4.987035863760326,4.916422741659777,2.846448044070943,8.381687625522765,0.9020420335617009,3.656465891623263,6.592645280781442,2000
village,11,55.25824804981841,54.58652131585677,30.903606911194167,95.5621994712731,9.593178125692132,40.86734230283376,72.29763965699708,5.0234770954380386,4.962411028714252,2.8094188101085606,8.687472679206646,0.8721071023356484,3.715212936621251,6.5725126960906435,2000
village,12,60.22447923452774,59.68480931026167,34.85014860346598,104.17116771855979,9.661731120903701,45.29081280780488,76.69329586436533,5.0187066028773115,4.973734109188473,2.904179050288832,8.680930643213316,0.8051442600753085,3.774234400650407,6.391107988697111,2000
village,13,65.49814680030534,64.80087005879955,40.63009293350051,99.42690509081942,10.246064365196675,49.820653239187536,83.52349656356742,5.038318984638872,4.98468231221535,3.1253917641154234,7.648223468524571,0.7881587973228211,3.8323579414759643,6.424884351043648,2000
village,14,70.08105739786443,69.56493829088124,41.287082936436015,115.49836768780631,10.508835245243402,54.22353446266666,88.20156873964811,5.005789814133173,4.968924163634375,2.9490773526025724,8.249883406271879,0.7506310889459573,3.87310960447619,6.300112052832008,2000
