region_type,N_households,num_simulations,sampling_with_replacement,households_available,timestamps_available,mean_peak_kW,median_peak_kW,std_peak_kW,p5_peak_kW,p50_peak_kW,p95_peak_kW,mean_ADMD_kW_per_household,median_ADMD_kW_per_household,std_ADMD_kW_per_household,p5_ADMD_kW_per_household,p50_ADMD_kW_per_household,p95_ADMD_kW_per_household,mean_DF,median_DF,std_DF,p5_DF,p50_DF,p95_DF,mean_CF,median_CF,std_CF,p5_CF,p50_CF,p95_CF
city,1,2000,False,207,17519,3.6792341380612226,3.2324572170989594,1.9726436948808792,1.475936134111759,3.2324572170989594,7.836766387024662,3.6792341380612226,3.2324572170989594,1.9726436948808792,1.475936134111759,3.2324572170989594,7.836766387024662,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
city,2,2000,False,207,17519,5.642613027743264,5.147227441411068,2.4484567575359852,2.5259469082297974,5.147227441411068,10.326604827714808,2.821306513871632,2.573613720705534,1.2242283787679926,1.2629734541148987,2.573613720705534,5.163302413857404,1.3435523161702587,1.3253807906936204,0.15905489529229996,1.1058549535868247,1.3253807906936204,1.6264569796635726,0.754544354724204,0.7545001511586924,0.08753017711985846,0.6148333580100448,0.7545001511586924,0.9042777240063802
city,3,2000,False,207,17519,7.343401945178923,6.853019502418854,2.6619652356208623,3.7883176574478097,6.853019502418854,12.350132180556736,2.447800648392974,2.284339834139618,0.8873217452069541,1.2627725524826032,2.284339834139618,4.116710726852245,1.5626741418945547,1.5389888289072053,0.20881279494099567,1.2637950795138118,1.5389888289072053,1.9421118634094052,0.6511248707203364,0.6497772961163837,0.08501485495041078,0.5149034048498629,0.6497772961163837,0.7912675337234107
city,5,2000,False,207,17519,10.065035861448502,9.703809493174088,2.970995191440835,5.9033910551829365,9.703809493174088,15.649567594002038,2.0130071722897007,1.9407618986348179,0.594199038288167,1.1806782110365874,1.9407618986348179,3.1299135188004072,1.881925888917132,1.8653854153483602,0.253149071838829,1.498807344335909,1.8653854153483602,2.3328597389945496,0.540955157880787,0.5360822443356456,0.07245197230892311,0.4286584346135686,0.5360822443356456,0.6671971608620028
city,10,2000,False,207,17519,16.487384128793828,16.23030116574381,3.5554824393299542,11.160045242786284,16.23030116574381,23.030277836458296,1.6487384128793825,1.6230301165743812,0.35554824393299544,1.1160045242786285,1.6230301165743812,2.3030277836458297,2.2864202830736464,2.267514236466507,0.26611391879359725,1.8966669889030394,2.267514236466507,2.7545853568031378,0.443293326194256,0.44101156424147947,0.05160469926752568,0.36303111231978447,0.44101156424147947,0.5272407000658864
city,15,2000,False,207,17519,22.504307102476886,22.32057289297125,3.8793054315889433,16.59071921003623,22.32057289297125,29.333615375485348,1.5002871401651257,1.48803819286475,0.2586203621059296,1.1060479473357487,1.48803819286475,1.9555743583656897,2.509642245983204,2.4996585269228317,0.2658489607047213,2.0924216342905355,2.4996585269228317,2.968007049935517,0.40297799720241234,0.400054645707779,0.04313550174529981,0.33692642347835994,0.400054645707779,0.47791526711880955
city,20,2000,False,207,17519,28.361624622817327,28.243102862997553,4.468066588252384,21.260057651990127,28.243102862997553,36.04941599357574,1.4180812311408661,1.4121551431498776,0.2234033294126192,1.0630028825995064,1.4121551431498776,1.8024707996787872,2.656432000394533,2.640865623884351,0.2558066025754641,2.2575809897310837,2.640865623884351,3.107666528370155,0.37993667699379746,0.37866371969463886,0.036593955174166956,0.32178484795344947,0.37866371969463886,0.44295199369518834
city,30,2000,False,207,17519,39.862174427595136,39.56277494376354,5.213781946843437,32.02274133109951,39.56277494376354,48.98010998682407,1.3287391475865045,1.3187591647921182,0.17379273156144795,1.0674247110366504,1.3187591647921182,1.6326703328941359,2.814798561167591,2.81311145840868,0.24054930819548878,2.4264529895106057,2.81311145840868,3.2215738889520984,0.35787891469489835,0.355478272595698,0.030806512091823394,0.310407284553697,0.355478272595698,0.4121242803193642
city,40,2000,False,207,17519,51.28790299309748,51.11000746553647,5.794460916320499,42.102718912698556,51.11000746553647,61.08656449522641,1.2821975748274372,1.277750186638412,0.1448615229080125,1.052567972817464,1.277750186638412,1.5271641123806603,2.9017507368931,2.901495473409332,0.21624660685157399,2.544267195786523,2.901495473409332,3.2641061677587984,0.3465478081579925,0.3446498570594527,0.02601656257288901,0.3063625840460587,0.3446498570594527,0.3930404802302103
city,50,2000,False,207,17519,62.60546625209089,62.13905164699134,6.26865148453496,52.96205091009446,62.13905164699134,73.67532956799903,1.2521093250418178,1.2427810329398268,0.1253730296906992,1.0592410182018892,1.2427810329398268,1.4735065913599807,2.9689328679097544,2.9677083381617697,0.20761765120907055,2.6269094321261446,2.9677083381617697,3.316387897979553,0.33847501295948634,0.3369603405231351,0.023750697267923792,0.3015328828006427,0.3369603405231351,0.3806754771098707
